AeroDyn airfoil file Created with QBlade CE v2.0.9.5_beta windows on 23.04.2026 at 10:46:15 Compatible with AeroDyn v13.0.
Polar "SG6050_Re1.000_M0.00_N9.0 360 M (2)" on Foil "SG6050" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
0.00           Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
0.00           Angle of attack for zero Cn for linear Cn curve (deg)
0.00000        Cn slope for zero lift for linear Cn curve (1/rad)
0.0000         Cn at stall value for positive angle of attack for linear Cn curve
0.0000         Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0000         Minimum CD value
  -180.000 -0.095998  0.006002 -0.034899
  -179.000 -0.000004  0.006514  0.000040
  -178.000  0.093347  0.008050  0.033817
  -177.000  0.176990  0.010605  0.063889
  -176.000  0.240385  0.014175  0.086508
  -175.000  0.276805  0.018755  0.099360
  -174.000  0.289841  0.024337  0.103852
  -173.000  0.290148  0.030913  0.103882
  -172.000  0.287474  0.038473  0.102959
  -171.000  0.287073  0.047007  0.102953
  -170.000  0.290586  0.056503  0.104439
  -169.000  0.297855  0.066948  0.107350
  -168.000  0.308108  0.078328  0.111409
  -167.000  0.320502  0.090628  0.116319
  -166.000  0.334306  0.103831  0.121826
  -165.000  0.348943  0.117921  0.127735
  -164.000  0.363969  0.132878  0.133898
  -163.000  0.379052  0.148683  0.140207
  -162.000  0.393939  0.165316  0.146584
  -161.000  0.408442  0.182756  0.152975
  -160.000  0.422417  0.200980  0.159339
  -159.000  0.435756  0.219964  0.165650
  -158.000  0.448378  0.239686  0.171889
  -157.000  0.460220  0.260119  0.178044
  -156.000  0.471236  0.281238  0.184110
  -155.000  0.481392  0.303017  0.190084
  -154.000  0.490664  0.325428  0.195965
  -153.000  0.499035  0.348443  0.201757
  -152.000  0.506495  0.372033  0.207462
  -151.000  0.513041  0.396170  0.213088
  -150.000  0.518672  0.420822  0.218638
  -149.000  0.523393  0.445959  0.224121
  -148.000  0.527211  0.471551  0.229542
  -147.000  0.530137  0.497566  0.234909
  -146.000  0.532185  0.523971  0.240229
  -145.000  0.533369  0.550735  0.245509
  -144.000  0.533707  0.577824  0.250756
  -143.000  0.533219  0.605205  0.255975
  -142.000  0.531925  0.632844  0.261173
  -141.000  0.529846  0.660708  0.266354
  -140.000  0.527007  0.688763  0.271524
  -139.000  0.523432  0.716975  0.276686
  -138.000  0.519146  0.745309  0.281845
  -137.000  0.514174  0.773730  0.287002
  -136.000  0.508543  0.802205  0.292160
  -135.000  0.502281  0.830699  0.297319
  -134.000  0.495413  0.859177  0.302481
  -133.000  0.487969  0.887605  0.307644
  -132.000  0.479975  0.915949  0.312808
  -131.000  0.471459  0.944174  0.317971
  -130.000  0.462448  0.972246  0.323129
  -129.000  0.452971  1.000132  0.328280
  -128.000  0.443054  1.027797  0.333419
  -127.000  0.432723  1.055210  0.338541
  -126.000  0.422007  1.082337  0.343640
  -125.000  0.410930  1.109144  0.348710
  -124.000  0.399517  1.135601  0.353745
  -123.000  0.387795  1.161676  0.358736
  -122.000  0.375786  1.187337  0.363675
  -121.000  0.363515  1.212553  0.368555
  -120.000  0.351003  1.237296  0.373365
  -119.000  0.338274  1.261534  0.378097
  -118.000  0.325347  1.285239  0.382741
  -117.000  0.312244  1.308383  0.387286
  -116.000  0.298984  1.330938  0.391724
  -115.000  0.285585  1.352878  0.396042
  -114.000  0.272065  1.374176  0.400232
  -113.000  0.258440  1.394806  0.404282
  -112.000  0.244727  1.414746  0.408182
  -111.000  0.230940  1.433969  0.411921
  -110.000  0.212131  1.452455  0.415000
  -109.000  0.198133  1.470181  0.418404
  -108.000  0.184094  1.487125  0.421617
  -107.000  0.170026  1.503268  0.424631
  -106.000  0.155940  1.518591  0.427436
  -105.000  0.141844  1.533075  0.430024
  -104.000  0.127747  1.546703  0.432387
  -103.000  0.113658  1.559458  0.434516
  -102.000  0.099583  1.571327  0.436405
  -101.000  0.085529  1.582294  0.438046
  -100.000  0.071501  1.592347  0.439435
   -99.000  0.057506  1.601473  0.440565
   -98.000  0.043548  1.609662  0.441431
   -97.000  0.029630  1.616904  0.442031
   -96.000  0.015757  1.623190  0.442360
   -95.000  0.001932  1.628513  0.442415
   -94.000 -0.011842  1.632866  0.442196
   -93.000 -0.025564  1.636244  0.441700
   -92.000 -0.039229  1.638643  0.440928
   -91.000 -0.052837  1.640059  0.439880
   -90.000 -0.066385  1.640492  0.438557
   -89.000 -0.079872  1.639939  0.436960
   -88.000 -0.093296  1.638402  0.435094
   -87.000 -0.106655  1.635883  0.432960
   -86.000 -0.119947  1.632383  0.430564
   -85.000 -0.133172  1.627907  0.427909
   -84.000 -0.146326  1.622460  0.425001
   -83.000 -0.159409  1.616048  0.421847
   -82.000 -0.172418  1.608678  0.418453
   -81.000 -0.185350  1.600359  0.414825
   -80.000 -0.198204  1.591099  0.410973
   -79.000 -0.210976  1.580910  0.406903
   -78.000 -0.223663  1.569804  0.402626
   -77.000 -0.236262  1.557792  0.398150
   -76.000 -0.248770  1.544889  0.393485
   -75.000 -0.261181  1.531109  0.388640
   -74.000 -0.273492  1.516468  0.383627
   -73.000 -0.285698  1.500983  0.378455
   -72.000 -0.297795  1.484672  0.373135
   -71.000 -0.309776  1.467553  0.367679
   -70.000 -0.321636  1.449645  0.362097
   -69.000 -0.333369  1.430970  0.356401
   -68.000 -0.344969  1.411549  0.350603
   -67.000 -0.356429  1.391403  0.344713
   -66.000 -0.367744  1.370556  0.338743
   -65.000 -0.378906  1.349032  0.332704
   -64.000 -0.389908  1.326854  0.326608
   -63.000 -0.400745  1.304049  0.320466
   -62.000 -0.411408  1.280641  0.314290
   -61.000 -0.421892  1.256658  0.308089
   -60.000 -0.432191  1.232126  0.301876
   -59.000 -0.442299  1.207074  0.295660
   -58.000 -0.452210  1.181529  0.289453
   -57.000 -0.461921  1.155519  0.283265
   -56.000 -0.471428  1.129074  0.277105
   -55.000 -0.480728  1.102223  0.270985
   -54.000 -0.489821  1.074995  0.264914
   -53.000 -0.498706  1.047421  0.258902
   -52.000 -0.507388  1.019530  0.252958
   -51.000 -0.515870  0.991351  0.247093
   -50.000 -0.524161  0.962917  0.241316
   -49.000 -0.532270  0.934255  0.235637
   -48.000 -0.540213  0.905396  0.230066
   -47.000 -0.548009  0.876370  0.224614
   -46.000 -0.555681  0.847205  0.219290
   -45.000 -0.563260  0.817931  0.214108
   -44.000 -0.570783  0.788576  0.209077
   -43.000 -0.578295  0.759167  0.204213
   -42.000 -0.585850  0.729730  0.199528
   -41.000 -0.593515  0.700292  0.195038
