Polar "SD7062_Re1.000_M0.00_N9.0 360 M" on Foil "SD7062" :: generated by QBlade
Converted from QBlade export: Polar "SD7062_Re1.000_M0.00_N9.0 360 M" on Foil "SD7062" :: generated by QBlade
line
   1        Number of airfoil tables in this file
   1.0     Reynolds numbers in millions
 0.0      Control setting
 0.0      Stall angle (deg)
 0.0      Zero lift angle of attack (deg)
 0.0      Cn slope for zero lift (dimensionless)
 0.0000      Cn at stall value for positive angle of attack
 0.0000      Cn at stall value for negative angle of attack
 0.0      Angle of attack for minimum CD (deg)
   0.00     Minimum CD value
 -180.00   -0.1208   0.0060   -0.0426
 -179.00   -0.0306   0.0065   -0.0107
 -178.00    0.0578   0.0081   0.0204
 -177.00    0.1389   0.0106   0.0487
 -176.00    0.2034   0.0142   0.0711
 -175.00    0.2436   0.0189   0.0850
 -174.00    0.2607   0.0245   0.0909
 -173.00    0.2637   0.0311   0.0919
 -172.00    0.2625   0.0387   0.0916
 -171.00    0.2627   0.0473   0.0919
 -170.00    0.2664   0.0569   0.0935
 -169.00    0.2737   0.0674   0.0964
 -168.00    0.2838   0.0789   0.1004
 -167.00    0.2960   0.0913   0.1052
 -166.00    0.3095   0.1045   0.1106
 -165.00    0.3238   0.1187   0.1163
 -164.00    0.3383   0.1338   0.1223
 -163.00    0.3529   0.1497   0.1284
 -162.00    0.3671   0.1664   0.1345
 -161.00    0.3810   0.1839   0.1407
 -160.00    0.3942   0.2023   0.1468
 -159.00    0.4067   0.2214   0.1529
 -158.00    0.4185   0.2412   0.1589
 -157.00    0.4294   0.2617   0.1648
 -156.00    0.4394   0.2830   0.1706
 -155.00    0.4486   0.3048   0.1763
 -154.00    0.4568   0.3274   0.1819
 -153.00    0.4641   0.3505   0.1875
 -152.00    0.4705   0.3742   0.1930
 -151.00    0.4759   0.3984   0.1984
 -150.00    0.4804   0.4232   0.2037
 -149.00    0.4840   0.4484   0.2090
 -148.00    0.4867   0.4741   0.2143
 -147.00    0.4884   0.5002   0.2195
 -146.00    0.4894   0.5267   0.2247
 -145.00    0.4894   0.5536   0.2299
 -144.00    0.4887   0.5808   0.2350
 -143.00    0.4872   0.6082   0.2402
 -142.00    0.4848   0.6359   0.2453
 -141.00    0.4818   0.6639   0.2505
 -140.00    0.4780   0.6920   0.2557
 -139.00    0.4735   0.7203   0.2609
 -138.00    0.4684   0.7487   0.2661
 -137.00    0.4627   0.7772   0.2714
