DU-06-W-200
 1.00003     0.00033
 0.99507     0.00099
 0.98874     0.00179
 0.98084     0.00282
 0.97135     0.00413
 0.96070     0.00568
 0.94936     0.00738
 0.93767     0.00919
 0.92578     0.01106
 0.91380     0.01297
 0.90178     0.01489
 0.88975     0.01683
 0.87773     0.01878
 0.86570     0.02074
 0.85370     0.02272
 0.84168     0.02471
 0.82969     0.02672
 0.81774     0.02874
 0.80577     0.03080
 0.79380     0.03286
 0.78185     0.03494
 0.76989     0.03705
 0.75792     0.03918
 0.74601     0.04133
 0.73408     0.04351
 0.72213     0.04572
 0.71022     0.04794
 0.69832     0.05018
 0.68645     0.05242
 0.67459     0.05468
 0.66269     0.05695
 0.65077     0.05922
 0.63886     0.06148
 0.62693     0.06372
 0.61501     0.06593
 0.60315     0.06811
 0.59129     0.07023
 0.57943     0.07231
 0.56755     0.07434
 0.55568     0.07634
 0.54379     0.07828
 0.53188     0.08020
 0.51998     0.08206
 0.50806     0.08389
 0.49611     0.08568
 0.48419     0.08743
 0.47224     0.08915
 0.46035     0.09081
 0.44845     0.09243
 0.43660     0.09399
 0.42479     0.09547
 0.41300     0.09688
 0.40129     0.09818
 0.38960     0.09939
 0.37796     0.10048
 0.36636     0.10145
 0.35481     0.10228
 0.34327     0.10297
 0.33173     0.10351
 0.32018     0.10391
 0.30859     0.10418
 0.29705     0.10431
 0.28549     0.10429
 0.27393     0.10414
 0.26242     0.10385
 0.25092     0.10341
 0.23944     0.10282
 0.22802     0.10207
 0.21664     0.10117
 0.20532     0.10010
 0.19405     0.09886
 0.18287     0.09745
 0.17179     0.09584
 0.16079     0.09404
 0.14994     0.09204
 0.13917     0.08981
 0.12856     0.08737
 0.11813     0.08469
 0.10788     0.08177
 0.09786     0.07861
 0.08808     0.07518
 0.07859     0.07148
 0.06940     0.06752
 0.06059     0.06328
 0.05217     0.05879
 0.04425     0.05406
 0.03687     0.04912
 0.03011     0.04404
 0.02406     0.03890
 0.01878     0.03382
 0.01433     0.02893
 0.01068     0.02436
 0.00776     0.02020
 0.00546     0.01648
 0.00372     0.01315
 0.00242     0.01017
 0.00145     0.00749
 0.00070     0.00510
 0.00026     0.00293
 0.00004     0.00094
 0.00005    -0.00091
 0.00038    -0.00285
 0.00098    -0.00497
 0.00186    -0.00726
 0.00307    -0.00975
 0.00463    -0.01251
 0.00665    -0.01553
 0.00922    -0.01887
 0.01248    -0.02252
 0.01653    -0.02648
 0.02146    -0.03074
 0.02729    -0.03518
 0.03397    -0.03970
 0.04142    -0.04418
 0.04951    -0.04851
 0.05816    -0.05266
 0.06724    -0.05657
 0.07672    -0.06024
 0.08651    -0.06367
 0.09659    -0.06686
 0.10689    -0.06982
 0.11740    -0.07255
 0.12809    -0.07507
 0.13894    -0.07739
 0.14992    -0.07952
 0.16102    -0.08147
 0.17220    -0.08325
 0.18346    -0.08486
 0.19484    -0.08631
 0.20625    -0.08763
 0.21772    -0.08878
 0.22927    -0.08982
 0.24082    -0.09072
 0.25244    -0.09150
 0.26410    -0.09216
 0.27577    -0.09271
 0.28746    -0.09314
 0.29918    -0.09346
 0.31090    -0.09367
 0.32265    -0.09378
 0.33439    -0.09378
 0.34616    -0.09369
 0.35792    -0.09349
 0.36970    -0.09319
 0.38148    -0.09280
 0.39328    -0.09231
 0.40509    -0.09174
 0.41689    -0.09107
 0.42871    -0.09032
 0.44053    -0.08948
 0.45235    -0.08856
 0.46418    -0.08756
 0.47599    -0.08648
 0.48781    -0.08532
 0.49961    -0.08409
 0.51135    -0.08278
 0.52307    -0.08139
 0.53469    -0.07990
 0.54624    -0.07832
 0.55769    -0.07662
 0.56903    -0.07478
 0.58032    -0.07278
 0.59159    -0.07062
 0.60288    -0.06829
 0.61421    -0.06581
 0.62558    -0.06319
 0.63703    -0.06043
 0.64860    -0.05756
 0.66027    -0.05461
 0.67198    -0.05163
 0.68370    -0.04866
 0.69543    -0.04572
 0.70715    -0.04281
 0.71879    -0.03996
 0.73046    -0.03718
 0.74208    -0.03446
 0.75373    -0.03182
 0.76534    -0.02923
 0.77696    -0.02674
 0.78858    -0.02431
 0.80018    -0.02198
 0.81175    -0.01974
 0.82330    -0.01762
 0.83486    -0.01559
 0.84639    -0.01368
 0.85790    -0.01190
 0.86939    -0.01025
 0.88086    -0.00873
 0.89229    -0.00737
 0.90372    -0.00616
 0.91515    -0.00511
 0.92659    -0.00421
 0.93803    -0.00347
 0.94942    -0.00287
 0.96066    -0.00239
 0.97132    -0.00199
 0.98072    -0.00171
 0.98863    -0.00154
 0.99498    -0.00136
 0.99997    -0.00117
